Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,11-Dec-17,2601.5,2608.35,2672.65,2608.35,2670,2661.1,2635.45,504001,1328268598,47999,298309,59.19
TCS,EQ,12-Dec-17,2661.1,2661,2662,2607.4,2609.55,2612.15,2624.14,941123,2469638200,57531,622120,66.1
TCS,EQ,13-Dec-17,2612.15,2611.4,2651.45,2601,2633.5,2628.4,2632.07,1480729,3897385720,48513,1169964,79.01
TCS,EQ,14-Dec-17,2628.4,2632,2632,2531.1,2558.2,2557.8,2558.8,2752075,7041999539,118270,1987921,72.23
TCS,EQ,15-Dec-17,2557.8,2563.75,2584.45,2536.85,2543.95,2545.6,2552.92,1359069,3469591951,97835,934401,68.75
TCS,EQ,18-Dec-17,2545.6,2537,2588.95,2494.35,2576.6,2580.5,2548.56,1090332,2778774408,71724,588034,53.93
TCS,EQ,19-Dec-17,2580.5,2576,2597.8,2564.7,2577.4,2575.3,2583.18,900976,2327386545,76762,633455,70.31
TCS,EQ,20-Dec-17,2575.3,2582,2592.75,2550.65,2592,2588.95,2573.6,788785,2030019887,68386,530550,67.26
TCS,EQ,21-Dec-17,2588.95,2587,2608,2580.05,2582.1,2595.7,2595.09,646824,1678569251,40095,439879,68.01
TCS,EQ,22-Dec-17,2595.7,2604,2663.9,2590.2,2640,2646.75,2636.33,1832832,4831948536,85852,757097,41.31
TCS,EQ,26-Dec-17,2646.75,2686,2689.75,2631.6,2650.35,2649.45,2653.61,1087893,2886838516,52053,517570,47.58
TCS,EQ,27-Dec-17,2649.45,2649.45,2658.5,2610.5,2617,2619.9,2632.21,369642,972974332.2,20483,142233,38.48
TCS,EQ,28-Dec-17,2619.9,2608.8,2653.5,2605.65,2631,2626.95,2630.44,1302544,3426257490,47992,885214,67.96
TCS,EQ,29-Dec-17,2626.95,2623.1,2708.9,2618.55,2700,2701.2,2677.92,1304771,3494069340,51608,757663,58.07
TCS,EQ,01-Jan-18,2701.2,2682.3,2694.8,2635,2650,2645.6,2654.94,675880,1794417717,19464,330691,48.93
TCS,EQ,02-Jan-18,2645.6,2660,2669.6,2620.2,2631,2631.2,2641.06,960145,2535800011,46813,555820,57.89
TCS,EQ,03-Jan-18,2631.2,2632,2669,2631.2,2639,2638.65,2649.21,628560,1665185619,32104,361072,57.44
TCS,EQ,04-Jan-18,2638.65,2650,2662,2640,2650,2657.1,2649.94,456541,1209807238,32647,264561,57.95
TCS,EQ,05-Jan-18,2657.1,2650,2699.5,2650,2695,2689.2,2684.95,576853,1548821282,30836,318083,55.14
TCS,EQ,08-Jan-18,2689.2,2700,2726.85,2681.85,2708.8,2714.4,2709.74,621110,1683046448,43815,345599,55.64
TCS,EQ,09-Jan-18,2714.4,2715,2721,2676.55,2708.95,2709,2703.56,1074698,2905511380,47403,612650,57.01
TCS,EQ,10-Jan-18,2709,2711,2816,2694.65,2803,2806.6,2763.3,1682925,4650423557,70764,699460,41.56
TCS,EQ,11-Jan-18,2806.6,2810,2821.9,2782.2,2792.5,2790.5,2796.58,1260524,3525161029,71604,578244,45.87
TCS,EQ,12-Jan-18,2790.5,2805,2805,2740.55,2769.9,2776.35,2764.28,1680157,4644422668,90884,472438,28.12
TCS,EQ,15-Jan-18,2776.35,2777.15,2808,2735.05,2737.4,2746.1,2768.32,728607,2017014657,49926,394675,54.17
TCS,EQ,16-Jan-18,2746.1,2756,2861.65,2750.55,2860,2850.85,2834.5,2133876,6048464572,85776,639155,29.95
TCS,EQ,17-Jan-18,2850.85,2870,2925,2862.15,2895,2888.95,2900.36,2140403,6207945520,94873,965845,45.12
TCS,EQ,18-Jan-18,2888.95,2897,2933,2868.05,2926.55,2918.2,2896.35,1104739,3199711974,51786,568379,51.45
TCS,EQ,19-Jan-18,2918.2,2930.55,2982,2903.65,2974.85,2959.3,2930.77,910000,2667000913,44039,436952,48.02
TCS,EQ,22-Jan-18,2959.3,2961,3134.7,2922,3090,3116.4,3052.16,2183555,6664565989,97757,663651,30.39
TCS,EQ,23-Jan-18,3116.4,3114.95,3142.35,3090.05,3097.9,3102,3112.03,1619805,5040878630,68887,705309,43.54
TCS,EQ,24-Jan-18,3102,3090,3259.05,3082.65,3174.95,3174.6,3189.59,2810769,8965187783,111512,862385,30.68
TCS,EQ,25-Jan-18,3174.6,3175,3179.8,3081,3133,3121.05,3123.06,1916922,5986662027,72537,925615,48.29
TCS,EQ,29-Jan-18,3121.05,3131.4,3225,3122,3199.25,3198.85,3196.14,1570530,5019638550,94269,832172,52.99
TCS,EQ,30-Jan-18,3198.85,3180,3203.8,3143.7,3152.15,3152.85,3166.46,787379,2493202690,45149,384193,48.79
TCS,EQ,31-Jan-18,3152.85,3137,3150,3098.6,3111.15,3112.35,3119.14,1521607,4746105492,92438,978756,64.32
TCS,EQ,01-Feb-18,3112.35,3124,3190,3088.8,3150,3138.6,3146.24,1200315,3776473823,66084,310672,25.88
TCS,EQ,02-Feb-18,3138.6,3120,3190,3103.45,3153,3153.65,3167.25,1228245,3890162746,52829,586030,47.71
TCS,EQ,05-Feb-18,3153.65,3110,3188,3076.85,3110,3103.2,3118.75,1378871,4300356207,75866,655249,47.52
TCS,EQ,06-Feb-18,3103.2,3010,3077.15,2985,3000,2997.25,3020.91,1328653,4013743636,53630,728147,54.8
TCS,EQ,07-Feb-18,2997.25,3027,3031,2947.45,2959,2955.05,2975.26,1090162,3243512073,55520,506385,46.45
TCS,EQ,08-Feb-18,2955.05,2979.75,3027.6,2959,2966.2,2974.2,3000.15,1377502,4132716047,63513,601956,43.7
TCS,EQ,09-Feb-18,2974.2,2950,2994,2896.65,2978.3,2971.7,2940.4,1051229,3091037412,71919,421771,40.12
TCS,EQ,12-Feb-18,2971.7,2978.3,3023.35,2955.55,2960.15,2967.3,2981.33,987281,2943408237,49385,512025,51.86
TCS,EQ,14-Feb-18,2967.3,2970,2974.45,2892.5,2900,2911.8,2939.65,1423766,4185366949,81932,880898,61.87
TCS,EQ,15-Feb-18,2911.8,2931.95,2943,2905.1,2922,2925.85,2925.44,1232618,3605953706,42920,702569,57
TCS,EQ,16-Feb-18,2925.85,2923,2999.6,2923,2931,2933.05,2965.52,1257878,3730256378,52987,425282,33.81
TCS,EQ,19-Feb-18,2933.05,2945,2953.3,2895.2,2923.65,2923.6,2928.1,784112,2295955131,37241,332759,42.44
TCS,EQ,20-Feb-18,2923.6,2928,2985.05,2927.9,2943,2944.75,2959.27,944534,2795126451,60862,401169,42.47
TCS,EQ,21-Feb-18,2944.75,2974,3062.6,2960.05,3042.35,3042.3,3016.25,1544614,4658937572,96721,673804,43.62
TCS,EQ,22-Feb-18,3042.3,3052,3079,3022.5,3040.05,3050.2,3047.84,1731505,5277341721,83526,796578,46
TCS,EQ,23-Feb-18,3050.2,3050,3089,2992.1,3078,3075.8,3044.72,1681250,5118935937,86645,706762,42.04
TCS,EQ,26-Feb-18,3075.8,3075,3089.95,3021.2,3025.6,3031.7,3044.1,681941,2075893519,45004,292334,42.87
TCS,EQ,27-Feb-18,3031.7,3041,3078.55,3032,3042,3042.35,3054.42,858900,2623442713,49207,299428,34.86
TCS,EQ,28-Feb-18,3042.35,3035,3063.95,3021.45,3033.4,3035.05,3040.16,1353432,4114652091,80437,861558,63.66
TCS,EQ,01-Mar-18,3035.05,3049,3061.2,3020,3033,3037.7,3042.25,859062,2613481022,77493,522085,60.77
TCS,EQ,05-Mar-18,3037.7,3049,3113.65,3032.95,3103,3105.85,3075.76,1429084,4395522747,81638,785748,54.98
TCS,EQ,06-Mar-18,3105.85,3122,3127,3030.15,3041,3042.8,3087.33,953382,2943402643,60270,469034,49.2
TCS,EQ,07-Mar-18,3042.8,3070,3089,3018.5,3028.7,3027.45,3045.28,958886,2920078407,54736,437656,45.64
TCS,EQ,08-Mar-18,3027.45,3054.9,3054.9,2987.5,3001.85,3003.95,3017.6,975913,2944917233,43364,655914,67.21
TCS,EQ,09-Mar-18,3003.95,3005,3063.2,2977.2,3035,3034.1,3030.68,936218,2837381323,53978,310682,33.18
TCS,EQ,12-Mar-18,3034.1,3043,3083.9,3035.5,3046.95,3052.15,3060.88,1045670,3200669043,46166,492433,47.09
TCS,EQ,13-Mar-18,3052.15,2924.9,2939.7,2872,2886.1,2886.8,2880.44,44033577,1.26836E+11,216131,31556256,71.66
TCS,EQ,14-Mar-18,2886.8,2892.95,2923.05,2875.05,2887.85,2886.9,2899.62,1834334,5318879503,75794,797351,43.47
TCS,EQ,15-Mar-18,2886.9,2895,2902.55,2855.6,2867,2869.7,2876.92,1174453,3378809880,53254,440516,37.51
TCS,EQ,16-Mar-18,2869.7,2868.8,2872,2805,2828,2825.7,2834.32,3598741,10199978560,151066,2487922,69.13
TCS,EQ,19-Mar-18,2825.7,2829,2848,2820,2828.75,2831,2832.48,1744970,4942594052,93179,1297258,74.34
TCS,EQ,20-Mar-18,2831,2820,2873.2,2819,2870,2864.85,2852.27,2012492,5740162500,79442,1433569,71.23
TCS,EQ,21-Mar-18,2864.85,2872.5,2884.3,2850,2856.1,2856.75,2865.76,1953839,5599239431,88110,1528562,78.23
TCS,EQ,22-Mar-18,2856.75,2859.95,2875.95,2822.55,2824,2831.35,2843.57,1163047,3307211012,72687,876317,75.35
TCS,EQ,23-Mar-18,2831.35,2802,2834.1,2798.05,2809.2,2818.15,2816.79,1827061,5146438889,77575,1259843,68.95
TCS,EQ,26-Mar-18,2818.15,2819,2827.4,2781.55,2817,2817,2812.33,1482105,4168164808,76911,1046954,70.64
TCS,EQ,27-Mar-18,2817,2825,2863,2823.05,2843.8,2847.7,2845.6,1247287,3549278193,101404,867902,69.58
TCS,EQ,28-Mar-18,2847.7,2835.9,2875,2825,2849.35,2849.15,2854.33,3432827,9798420781,127771,2654970,77.34
TCS,EQ,02-Apr-18,2849.15,2840,2914,2840,2903,2909.65,2888.94,831494,2402139242,67851,428437,51.53
TCS,EQ,03-Apr-18,2909.65,2892.1,2929.9,2892.1,2908.4,2911.25,2907.92,968645,2816742761,49338,665363,68.69
TCS,EQ,04-Apr-18,2911.25,2929.45,2934,2892,2906.9,2910.9,2914.91,1420910,4141824123,73678,1068225,75.18
TCS,EQ,05-Apr-18,2910.9,2926.55,2963.75,2920.35,2954.1,2957.95,2949.56,904712,2668499202,50519,619923,68.52
TCS,EQ,06-Apr-18,2957.95,2954,2960,2926.55,2939.7,2950.3,2943.69,564509,1661739852,35618,327149,57.95
TCS,EQ,09-Apr-18,2950.3,2939.7,2963.5,2915,2925.05,2923.9,2936.88,617933,1814796241,61304,377241,61.05
TCS,EQ,10-Apr-18,2923.9,2925.7,2957.25,2925.7,2933.4,2937.6,2943.58,592266,1743380857,56834,369579,62.4
TCS,EQ,11-Apr-18,2937.6,2950.6,3025,2945.6,3010,3014.15,2987.68,1562208,4667384474,79572,982143,62.87
TCS,EQ,12-Apr-18,3014.15,3010,3150,3007.95,3136,3139.25,3116.29,3057180,9527046571,138550,1663392,54.41
TCS,EQ,13-Apr-18,3139.25,3150,3240.8,3132.1,3145.5,3153.3,3181.37,4089559,13010404291,147501,2142872,52.4
TCS,EQ,16-Apr-18,3153.3,3116,3199.95,3110.75,3185.05,3187.65,3169.39,3135137,9936460533,142448,1707483,54.46
TCS,EQ,17-Apr-18,3187.65,3187.65,3194.95,3147.2,3163.6,3166.6,3165.81,1650862,5226319906,119475,1077647,65.28
TCS,EQ,18-Apr-18,3166.6,3166,3193.45,3145.85,3162.7,3159.1,3166.57,1216533,3852231611,57846,674167,55.42
TCS,EQ,19-Apr-18,3159.1,3179.9,3217.2,3165.75,3191.15,3191.15,3190.56,2410476,7690774761,108523,1295094,53.73
TCS,EQ,20-Apr-18,3191.15,3250,3422.35,3240,3414,3402.45,3351.07,9232831,30939850872,287034,2973300,32.2
TCS,EQ,23-Apr-18,3402.45,3424,3557.9,3389.55,3395.9,3408.65,3478.05,7592955,26408656912,296796,2307114,30.38
TCS,EQ,24-Apr-18,3408.65,3410,3443.15,3342.5,3380,3385.65,3385.7,4157168,14074937538,191406,1852622,44.56
TCS,EQ,25-Apr-18,3385.65,3385,3483,3365.05,3466,3470.25,3445.24,4098287,14119584532,186272,1646688,40.18
TCS,EQ,26-Apr-18,3470.25,3467,3560,3467,3523.95,3539.25,3528.84,6067517,21411274499,155107,3148760,51.9
TCS,EQ,27-Apr-18,3539.25,3525,3544,3420,3458,3451.95,3475.49,2250665,7822168278,143297,1128370,50.13
TCS,EQ,30-Apr-18,3451.95,3451.95,3549,3437.6,3529,3532.1,3523.56,1729279,6093220317,109746,740868,42.84
TCS,EQ,02-May-18,3532.1,3530.5,3532.2,3471.3,3500,3499.75,3496.99,1579023,5521825658,142452,1035607,65.59
TCS,EQ,03-May-18,3499.75,3509.8,3526,3470.4,3481.75,3481.85,3501.58,1880775,6585681501,132523,1146691,60.97
TCS,EQ,04-May-18,3481.85,3492,3497,3470,3479,3480.75,3485.14,1173622,4090241756,60186,697005,59.39
TCS,EQ,07-May-18,3480.75,3490,3490,3410.9,3428,3420.95,3438.41,1742213,5990435303,95521,1155927,66.35
TCS,EQ,08-May-18,3420.95,3434.7,3486.5,3396.7,3440.2,3441.2,3447.8,1496410,5159322100,75803,710340,47.47
TCS,EQ,09-May-18,3441.2,3440.2,3494.75,3440.2,3488.5,3489.3,3480.95,1307525,4551423048,74986,754487,57.7
TCS,EQ,10-May-18,3489.3,3502.95,3511.15,3440.2,3446.3,3451.25,3478.59,1929339,6711381186,78782,1044165,54.12
TCS,EQ,11-May-18,3451.25,3454.2,3485,3442.5,3461,3456.95,3461.07,1313938,4547636850,44332,734225,55.88
TCS,EQ,14-May-18,3456.95,3457,3471,3410.8,3440,3433.55,3427.81,1216947,4171459981,67155,738191,60.66
TCS,EQ,15-May-18,3433.55,3450,3495.8,3433.7,3487,3482.4,3477.97,976445,3396047379,72769,426098,43.64
TCS,EQ,16-May-18,3482.4,3479.95,3509,3475.25,3497,3493.9,3494.21,824225,2880012135,62359,462112,56.07
TCS,EQ,17-May-18,3493.9,3512.95,3533.15,3476,3480.8,3491.8,3509.69,1484024,5208463595,147144,968752,65.28
TCS,EQ,18-May-18,3491.8,3480.8,3517.7,3458,3495,3502.05,3487.86,937498,3269860707,71488,518150,55.27
TCS,EQ,21-May-18,3502.05,3528.7,3592,3518.05,3551.8,3556.75,3567.15,1723089,6146517740,113610,883903,51.3
TCS,EQ,22-May-18,3556.75,3558,3574.95,3493.7,3514.4,3508.9,3520.43,928708,3269452704,71360,523307,56.35
TCS,EQ,23-May-18,3508.9,3525,3545,3481,3498.95,3495.1,3513.84,753649,2648198400,65699,407054,54.01
TCS,EQ,24-May-18,3495.1,3510,3615,3502.35,3610.75,3603.7,3579.69,1481158,5302086674,78667,655097,44.23
TCS,EQ,25-May-18,3603.7,3625,3674.8,3572.55,3589.9,3585.8,3633.11,1884886,6848001305,142355,954659,50.65
TCS,EQ,28-May-18,3585.8,3616.5,3616.5,3486,3499.35,3502.05,3516.38,1858399,6534828350,142950,1041835,56.06
TCS,EQ,29-May-18,3502.05,3529.9,3544,3488,3519.95,3523.5,3517.42,1762656,6200008340,101072,834822,47.36
TCS,EQ,30-May-18,3523.5,3509.05,3533,3482.5,3507.5,3514.1,3508.9,1889553,6630243747,125085,1124217,59.5
TCS,EQ,31-May-18,3514.1,1734,1759.05,1726.1,1748.85,1741.05,1742.44,5049371,8798250474,207998,3447026,68.27
TCS,EQ,01-Jun-18,1741.05,1754,1757.5,1716.3,1732,1732.45,1742.29,1603856,2794386298,74272,924751,57.66
TCS,EQ,04-Jun-18,1732.45,1745,1749,1712.6,1742,1744.25,1730.25,1681483,2909393690,96686,928452,55.22
TCS,EQ,05-Jun-18,1744.25,1744,1751.9,1711.15,1723,1721.6,1728.88,2449568,4235000688,133067,1492228,60.92
TCS,EQ,06-Jun-18,1721.6,1723,1734.9,1715.2,1725,1725.75,1725.85,2236512,3859874684,73770,1573892,70.37
TCS,EQ,07-Jun-18,1725.75,1725,1749,1723.8,1734.05,1735.55,1738,2414762,4196845765,105531,1639426,67.89
TCS,EQ,08-Jun-18,1735.55,1735,1757.3,1735,1742.95,1747.1,1748.59,2582138,4515097489,90908,1640936,63.55
TCS,EQ,11-Jun-18,1747.1,1747.1,1763,1743,1750.9,1749.7,1752.55,2179378,3819463189,104681,1659838,76.16
TCS,EQ,12-Jun-18,1749.7,1757,1785,1753,1781.05,1781,1773.52,4608875,8173948345,108707,3580858,77.69
